site,ENVIRONMENT,SOCIOECONOMIC,CHRONOLOGY,USI,elevation,species,part,sex,age,carbon,oxygen,nitrogen
Lisakovsk,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,L3001,,human,,,,-18.8,,11.5
Abylai,A - SEMI-ARID STEPPE,,IRON AGE,LT-KZ-75,,horse,,,,-21.2,,7.1
Abylai ,A - SEMI-ARID STEPPE,,IRON AGE,LT-KZ-74,,caprine,,,,-19.4,,8.7
Akbeit,A - SEMI-ARID STEPPE,NOMADIC?,IRON AGE,LT-KZ-62,,caprine,,,,-18.6,,10.5
Akbeit,A - SEMI-ARID STEPPE,NOMADIC?,IRON AGE,LT-KZ-63,,caprine,,,,-19.9,,7.8
Akbeit,A - SEMI-ARID STEPPE,NOMADIC?,IRON AGE,LT-KZ-60,,cattle,,,,-19.9,,8
Akbeit,A - SEMI-ARID STEPPE,NOMADIC?,IRON AGE,LT-KZ-65,,horse,,,,-20.8,,5.3
Akbeit ,A - SEMI-ARID STEPPE,NOMADIC?,IRON AGE,LT-KZ-64,,caprine,,,,-19,,10.2
Akbeit ,A - SEMI-ARID STEPPE,NOMADIC?,IRON AGE,LT-KZ-66,,caprine,,,,-20.4,,6.7
Dongal,A - SEMI-ARID STEPPE,,IRON AGE,LT-KZ-79,,cattle,,,,-20.2,,8.3
Karashoky,A - SEMI-ARID STEPPE,NOMADIC?,IRON AGE,LT-KZ-77,,caprine,,,,-19.7,,9
Karashoky ,A - SEMI-ARID STEPPE,NOMADIC?,IRON AGE,LT-KZ-76,,caprine,,,,-19.2,,8.2
Karatobe ,A - SEMI-ARID STEPPE,,LATE ANTIQUITY,LT-KZ-83,,caprine,,,,-19,,10.3
Kent,A - SEMI-ARID STEPPE,URBAN,BRONZE AGE,LT-KZ-80,925,cattle,,,,-20.3,,7
Kent,A - SEMI-ARID STEPPE,URBAN,BRONZE AGE,LT-KZ-82,925,cattle,,,,-19.8,,10.1
Kent,A - SEMI-ARID STEPPE,URBAN,BRONZE AGE,LT-KZ-81,925,herbivore,,,,-19.8,,7.6
Kyzylsuir 2,A - SEMI-ARID STEPPE,,IRON AGE,LT-KZ-67,,cattle,,,,-20.5,,6.9
Kyzylsuir 2,A - SEMI-ARID STEPPE,,IRON AGE,LT-KZ-70,,cattle,,,,-20.3,,8.3
Kyzylsuir 2,A - SEMI-ARID STEPPE,,IRON AGE,LT-KZ-68,,cattle,,,,-19.5,,7.8
Kyzylsuir 2,A - SEMI-ARID STEPPE,,IRON AGE,LT-KZ-69,,cattle,,,,-20,,9.5
Kyzylsuir 2,A - SEMI-ARID STEPPE,,IRON AGE,LT-KZ-71,,cattle,,,,-19.9,,8.6
Kyzylsuir 2,A - SEMI-ARID STEPPE,,IRON AGE,LT-KZ-73,,cattle,,,,-20.2,,7.8
Okule 5,A - SEMI-ARID STEPPE,,IRON AGE,LT-KZ-78,,caprine,,,,-20.9,,7.4
Tobolskyi,A - SEMI-ARID STEPPE,,IRON AGE,LT-KZ-57,,caprine,,,,-19.7,,9.2
Tobolskyi ,A - SEMI-ARID STEPPE,,IRON AGE,LT-KZ-56,,horse,,,,-21.3,,4.3
Kamennyi Ambar V,B - FOREST STEPPE,NOMADIC,BRONZE AGE,KA-5002,,caprine,,,,-18.2,,7.8
Kamennyi Ambar V,B - FOREST STEPPE,NOMADIC,BRONZE AGE,KA-5005,,caprine,,,,-18.4,,9.8
Kamennyi Ambar V,B - FOREST STEPPE,NOMADIC,BRONZE AGE,KA-5007,,caprine,,,,-18.5,,6.1
Kamennyi Ambar V,B - FOREST STEPPE,NOMADIC,BRONZE AGE,KA-5001,,cattle,,,,-19.7,,6.2
Kamennyi Ambar V,B - FOREST STEPPE,NOMADIC,BRONZE AGE,KA-5003,,cattle,,,,-18.6,,8.7
Kamennyi Ambar V,B - FOREST STEPPE,NOMADIC,BRONZE AGE,KA-5008,,cattle,,,,-19.5,,6.5
Kamennyi Ambar V,B - FOREST STEPPE,NOMADIC,BRONZE AGE,KA-5006,,horse,,,,-20.6,,4.9
Kamennyi Ambar V,B - FOREST STEPPE,NOMADIC,BRONZE AGE,KA-5009,,horse,,,,-20.8,,3.1
Kamennyi Ambar V,B - FOREST STEPPE,NOMADIC,BRONZE AGE,KA-5010,,horse,,,,-20,,4.1
Aschisu,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF48,,herbivore,,,,-18.6,,7.9
Aschisu,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF49,,herbivore,,,,-18.4,,
Aschisu,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF50,,herbivore,,,,-18.2,,12.7
Aschisu,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF51,,herbivore,,,,-19.8,,6.2
Aschisu,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF52,,herbivore,,,,-20,,6.7
Kapamyzau,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF45,,herbivore,,,,-20.7,,3.4
Kudryavaya Sopka-1,A - SEMI-ARID STEPPE,NOMADIC,IRON AGE,KZF53,,herbivore,,,,-18.7,,9.9
Nurataldy,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF72,,herbivore,,,,-19,,8.5
Tashik,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF46,,herbivore,,,,-18.6,,13.3
Tashik,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF47,,herbivore,,,,-18.6,,13.2
Tashik,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF54,,herbivore,,,,-19,,
Tashik,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF55,,herbivore,,,,-18.9,,7.6
Tashik,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF56,,herbivore,,,,-17.9,,8.5
Tashik,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF57,,herbivore,,,,-20.3,,5.6
Tashik,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF58,,herbivore,,,,-20.2,,5.7
Tashik,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF60,,herbivore,,,,-20.1,,
Tashik,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF61,,herbivore,,,,-19,,7.7
Tashik,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF62,,herbivore,,,,-18.7,,7.9
Tashik,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF63,,herbivore,,,,-19.2,,7.4
Tashik,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF64,,herbivore,,,,-19,,7.6
Tashik,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF65,,herbivore,,,,-19.1,,7.4
Tashik,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF66,,herbivore,,,,-19.1,,7.2
Tashik,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF67,,herbivore,,,,-19.8,,7.6
Tashik,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF68,,herbivore,,,,-19.4,,8.3
Tashik,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF70,,herbivore,,,,-19.4,,7.5
Tashik,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF71,,herbivore,,,,-18.7,,
Tegiszhol,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF02,,herbivore,,,,-19.5,,7.8
Tegiszhol,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF03,,herbivore,,,,-18.9,,7.6
Tegiszhol,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF04,,herbivore,,,,-19.1,,7.9
Temirkash,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF05,,herbivore,,,,-18.8,,8.7
Temirkash,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF06,,herbivore,,,,-20.4,,4.8
Temirkash,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF06B,,herbivore,,,,-19.2,,7.7
Temirkash,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF07,,herbivore,,,,-18.6,,8.6
Temirkash,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF09,,herbivore,,,,-20.4,,5.9
Temirkash,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF10,,herbivore,,,,-18.6,,7.8
Temirkash,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF11,,herbivore,,,,-18.9,,8.8
Temirkash,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF13,,herbivore,,,,-19.7,,6.2
Temirkash,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF14,,herbivore,,,,-19.3,,8.2
Temirkash,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF14B,,herbivore,,,,-18.8,,6.9
Temirkash,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF15,,herbivore,,,,-19.6,,7.6
Temirkash,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF16,,herbivore,,,,-19.1,,6.3
Temirkash,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF17,,herbivore,,,,-18.8,,6.3
Temirkash,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF18,,herbivore,,,,-19.4,,8.3
Temirkash,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF19,,herbivore,,,,-18.4,,7.5
Temirkash,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF20,,herbivore,,,,-18.8,,7.1
Temirkash,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF21,,herbivore,,,,-20.6,,5.7
Temirkash,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF22,,herbivore,,,,-19.4,,6.9
Temirkash,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF23,,herbivore,,,,-18.8,,6.1
Temirkash,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF24,,herbivore,,,,-20.3,,6.1
Temirkash,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF25,,herbivore,,,,-20.2,,5.8
Temirkash,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF26,,herbivore,,,,-19.7,,8.7
Temirkash,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF27,,herbivore,,,,-19.6,,8.4
Temirkash,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF28,,herbivore,,,,-18.8,,7.7
Temirkash,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF29,,herbivore,,,,-18.7,,8.2
Temirkash,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF30,,herbivore,,,,-20.6,,6.3
Temirkash,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF31,,herbivore,,,,-18.8,,7.7
Temirkash,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF32,,herbivore,,,,-19.7,,7.1
Temirkash,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF33,,herbivore,,,,-18.3,,7.7
Temirkash,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF34,,herbivore,,,,-19.1,,7.3
Temirkash,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF35,,herbivore,,,,-19,,8.8
Temirkash,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF37,,herbivore,,,,-18.4,,6.7
Temirkash,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF38,,herbivore,,,,-18.7,,5.3
Temirkash,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF39,,herbivore,,,,-19.1,,
Temirkash,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF40,,herbivore,,,,-20.6,,
Temirkash,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF41,,herbivore,,,,-19.1,,7.7
Temirkash,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF43B,,herbivore,,,,-19.3,,7.3
Temirkash,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF43,,herbivore,,,,-19.5,,5.5
Temirkash,A - SEMI-ARID STEPPE,NOMADIC,BRONZE AGE,KZF44,,herbivore,,,,-17.9,,7.1
Novoilinovka,B - FOREST STEPPE,,BRONZE AGE,KZ16F,,caprine,,,,-19.8,,7.5
Novoilinovka,B - FOREST STEPPE,,BRONZE AGE,KZ20F,,cattle,,,,-19.6,,5.7
Novoilinovka,B - FOREST STEPPE,,BRONZE AGE,KZ21F,,cattle,,,,-20,,4.5
Novoilinovka,B - FOREST STEPPE,,BRONZE AGE,KZ09F,,cattle,,,,-19.4,,6.9
Novoilinovka,B - FOREST STEPPE,,BRONZE AGE,KZ10F,,cattle,,,,-19.7,,6
Novoilinovka,B - FOREST STEPPE,,BRONZE AGE,KZ11F,,cattle,,,,-19.5,,8.5
Baitovo,B - FOREST STEPPE,,IRON AGE,BAI 1,,cattle,,,,-20,,5.4
Baitovo,B - FOREST STEPPE,,IRON AGE,BAI 2,,cattle,,,,-21.4,,5.7
Baitovo,B - FOREST STEPPE,,IRON AGE,BAI 3,,cattle,,,,-20.1,,5.7
Baitovo,B - FOREST STEPPE,,IRON AGE,BAI 4,,cattle,,,,-20.7,,6.2
Baitovo,B - FOREST STEPPE,,IRON AGE,BAI 7,,horse,,,,-21.3,,5.6
Baitovo,B - FOREST STEPPE,,IRON AGE,BAI 8,,horse,,,,-21.5,,4.1
Baitovo,B - FOREST STEPPE,,IRON AGE,BAI 9,,horse,,,,-21.7,,4.5
Bolshekaragansky,B - FOREST STEPPE,,BRONZE AGE,BKAR 17,,caprine,,,,-18.5,,6.4
Bolshekaragansky,B - FOREST STEPPE,,BRONZE AGE,BKAR 16,,cattle,,,,-19,,6.9
Bolshekaragansky,B - FOREST STEPPE,,BRONZE AGE,BKAR 15,,horse,,,,-19.7,,4.7
Kamennyi Ambar V,B - FOREST STEPPE,NOMADIC,BRONZE AGE,KAM 12,,caprine,,,,-18.4,,7.1
Kamennyi Ambar V,B - FOREST STEPPE,NOMADIC,BRONZE AGE,KAM 10,,caprine,,,,-17.9,,8.1
Kamennyi Ambar V,B - FOREST STEPPE,NOMADIC,BRONZE AGE,KAM 9,,caprine,,,,-17.1,,9.4
Kamennyi Ambar V,B - FOREST STEPPE,NOMADIC,BRONZE AGE,KAM 8,,caprine,,,,-19,,4.3
Kamennyi Ambar V,B - FOREST STEPPE,NOMADIC,BRONZE AGE,KAM 11,,caprine,,,,-17.3,,8.8
Kamennyi Ambar V,B - FOREST STEPPE,NOMADIC,BRONZE AGE,KAM 13,,caprine,,,,-18.2,,8.4
Kamennyi Ambar V,B - FOREST STEPPE,NOMADIC,BRONZE AGE,KAM 15,,cattle,,,,-19,,5.5
Kamennyi Ambar V,B - FOREST STEPPE,NOMADIC,BRONZE AGE,KAM 14,,cattle,,,,-18.2,,7.1
Kamennyi Ambar V,B - FOREST STEPPE,NOMADIC,BRONZE AGE,KAM 17,,cattle,,,,-19.1,,5.4
Kamennyi Ambar V,B - FOREST STEPPE,NOMADIC,BRONZE AGE,KAM 16,,cattle,,,,-18.4,,9.4
Kamennyi Ambar V,B - FOREST STEPPE,NOMADIC,BRONZE AGE,KAM 18,,cattle,,,,-18.6,,6.1
Kamennyi Ambar V,B - FOREST STEPPE,NOMADIC,BRONZE AGE,KAM 5,,horse,,,,-19.8,,5.4
Kamennyi Ambar V,B - FOREST STEPPE,NOMADIC,BRONZE AGE,KAM 7,,horse,,,,-20,,4.4
Kamennyi Ambar V,B - FOREST STEPPE,NOMADIC,BRONZE AGE,KAM 6,,horse,,,,-20.1,,6.3
Kamennyi Ambar V,B - FOREST STEPPE,NOMADIC,BRONZE AGE,KAM 4,,horse,,,,-19.9,,6.5
Kamennyi Ambar V,B - FOREST STEPPE,NOMADIC,BRONZE AGE,KAM 3,,horse,,,,-19.5,,5.2
Kizil,D - MOUNTAIN/FOREST STEPPE,,IRON AGE,KZ 2,,horse,,,,-20.3,,2.4
Kizil,D - MOUNTAIN/FOREST STEPPE,,IRON AGE,KZ 1,,horse,,,,-19.4,,5.4
Murzino I,B - FOREST STEPPE,,IRON AGE,MUR 9.00,,cattle,,,,-20.5,,7.3
Pavlinova,B - FOREST STEPPE,,IRON AGE,PAV 11,,caprine,,,,-17.7,,8.8
Pavlinova,B - FOREST STEPPE,,IRON AGE,PAV 12,,caprine,,,,-18.1,,9.4
Pavlinova,B - FOREST STEPPE,,IRON AGE,PAV 13,,caprine,,,,-19.6,,9.1
Pavlinova,B - FOREST STEPPE,,IRON AGE,PAV 14,,caprine,,,,-18.7,,8.7
Pavlinova,B - FOREST STEPPE,,IRON AGE,PAV 15,,caprine,,,,-20.3,,6.5
Pavlinova,B - FOREST STEPPE,,IRON AGE,PAV 16,,caprine,,,,-19.9,,4.6
Pavlinova,B - FOREST STEPPE,,IRON AGE,PAV 17,,caprine,,,,-18.9,,8.4
Pavlinova,B - FOREST STEPPE,,IRON AGE,PAV 1,,cattle,,,,-20.8,,5.9
Pavlinova,B - FOREST STEPPE,,IRON AGE,PAV 18,,cattle,,,,-21.3,,5.4
Pavlinova,B - FOREST STEPPE,,IRON AGE,PAV 19,,cattle,,,,-20.7,,5.6
Pavlinova,B - FOREST STEPPE,,IRON AGE,PAV 2,,cattle,,,,-20.4,,6.2
Pavlinova,B - FOREST STEPPE,,IRON AGE,PAV 3,,cattle,,,,-20.4,,5.6
Pavlinova,B - FOREST STEPPE,,IRON AGE,PAV 4,,cattle,,,,-20.4,,
Pavlinova,B - FOREST STEPPE,,IRON AGE,PAV 5,,cattle,,,,-20.9,,6.5
Pavlinova,B - FOREST STEPPE,,IRON AGE,PAV 10,,horse,,,,-21.1,,4.1
Pavlinova,B - FOREST STEPPE,,IRON AGE,PAV 20,,horse,,,,-21.4,,4.6
Pavlinova,B - FOREST STEPPE,,IRON AGE,PAV 21,,horse,,,,-20.1,,7.5
Pavlinova,B - FOREST STEPPE,,IRON AGE,PAV 6,,horse,,,,-21.1,,6.3
Pavlinova,B - FOREST STEPPE,,IRON AGE,PAV 7,,horse,,,,-20.7,,4.3
Pavlinova,B - FOREST STEPPE,,IRON AGE,PAV 8,,horse,,,,-21,,4.6
Pavlinova,B - FOREST STEPPE,,IRON AGE,PAV 9,,horse,,,,-20.3,,
Skaty-1,B - FOREST STEPPE,,IRON AGE,SKA 1,,herbivore,,,,-21.2,,4.1
Bestamak,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,BES 2,,caprine,,,,-17.7,,7.8
Bestamak,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,BES 3,,cattle,,,,-18.5,,8.4
Bestamak,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,BES 1,,horse,,,,-20,,6.2
Chartok - Ferghana Valley,F - DESERT OASES,URBAN,MEDIEVAL,4945  Чартак7,545,human,,female,middle adult,-15.54,,11.34
Chartok - Ferghana Valley,F - DESERT OASES,URBAN,MEDIEVAL,4946  Чартак4,545,human,,female,young adult,-14.79,,10
Chartok - Ferghana Valley,F - DESERT OASES,URBAN,MEDIEVAL,4947  Чартак19,545,human,,female,middle adult,-15.69,,10.92
Chartok - Ferghana Valley,F - DESERT OASES,URBAN,MEDIEVAL,4948  Чартак16,545,human,,male,middle adult,-16.64,,11.24
Chartok - Ferghana Valley,F - DESERT OASES,URBAN,MEDIEVAL,4949  Чартак9,545,human,,male,middle adult,-15.81,,11.21
Chartok - Ferghana Valley,F - DESERT OASES,URBAN,MEDIEVAL,4950  Чартак18,545,human,,female,middle adult,-16.71,,10.46
Chartok - Ferghana Valley,F - DESERT OASES,URBAN,MEDIEVAL,4951  Чартак17,545,human,,female,old adult,-15.68,,11.12
Chartok - Ferghana Valley,F - DESERT OASES,URBAN,MEDIEVAL,4952  Чартак3,545,human,,unkown,old adult,-16.1,,10.77
Chartok - Ferghana Valley,F - DESERT OASES,URBAN,MEDIEVAL,4953  Чартак1,545,human,,female,middle adult,-15.53,,11.27
Chartok - Ferghana Valley,F - DESERT OASES,URBAN,MEDIEVAL,4954  Чартак14,545,human,,male,young adult,-15.52,,10.59
Chartok - Ferghana Valley,F - DESERT OASES,URBAN,MEDIEVAL,4955  Чартак11,545,human,,,old adult,-17.17,,10.55
Chor Dona - Ferghana Valley,F - DESERT OASES,URBAN,MEDIEVAL,4956  ЧД4,580,human,,male,middle adult,-16.97,,10.85
Chor Dona - Ferghana Valley,F - DESERT OASES,URBAN,MEDIEVAL,4958  ЧД5,580,human,,male,middle adult,-17.1,,9.91
Chor Dona - Ferghana Valley,F - DESERT OASES,URBAN,MEDIEVAL,4959  ЧД3,580,human,,male,middle adult,-18.33,,10.09
Chor Dona - Ferghana Valley,F - DESERT OASES,URBAN,MEDIEVAL,4960  ЧД1,580,human,,male,middle adult,-16.68,,11.71
Tashbulak - West Pamir-Alay ,E - ARID/MOUNTAIN STEPPE,URBAN,MEDIEVAL,4961  TBK J6 BR2 Indiv. 1,2100,human,,female,middle adult,-19.08,,10.93
Tashbulak - West Pamir-Alay ,E - ARID/MOUNTAIN STEPPE,URBAN,MEDIEVAL,4962  TBK F6 BR4 Indiv. 1,2100,human,,female,middle adult,-18.34,,10.07
Tashbulak - West Pamir-Alay ,E - ARID/MOUNTAIN STEPPE,URBAN,MEDIEVAL,4963  TBK F6 BR5 Indiv. 1,2100,human,,female,middle adult,-17.54,,9.33
Tashbulak - West Pamir-Alay ,E - ARID/MOUNTAIN STEPPE,URBAN,MEDIEVAL,4964  TBK J6 BR1 Indiv. 1,2100,human,,female,old adult,-17.9,,9.54
Frinkent - West Pamir-Alay ,F - DESERT OASES,URBAN,MEDIEVAL,4965  Фринкент4,530,human,,male,middle adult,-19.02,,11.92
Frinkent - West Pamir-Alay ,F - DESERT OASES,URBAN,MEDIEVAL,4966  Фринкент5,530,human,,female,old adult,-17.61,,11.2
Frinkent - West Pamir-Alay ,F - DESERT OASES,URBAN,MEDIEVAL,4967  Фринкент3,530,human,,female,middle adult,-18.66,,11.43
Frinkent - West Pamir-Alay ,F - DESERT OASES,URBAN,MEDIEVAL,4968  Фринкент1,530,human,,male,middle adult,-17.38,,11.17
Altyntepe - West Pamir-Alay,F - DESERT OASES,URBAN,MEDIEVAL,4970 Алтун1,475,human,,male,middle adult,-17.56,,9.14
Uturlik Tepe - Tashkent Oasis,F - DESERT OASES,URBAN,MEDIEVAL,4971 УТ8,270,human,,,,-16.82,,13.29
Uturlik Tepe - Tashkent Oasis,F - DESERT OASES,URBAN,MEDIEVAL,4972 УТ1,270,human,,male,old adult,-17.11,,12.56
Uturlik Tepe - Tashkent Oasis,F - DESERT OASES,URBAN,MEDIEVAL,4973 УТ3,270,human,,female,middle adult,-18.16,,11.85
Uturlik Tepe - Tashkent Oasis,F - DESERT OASES,URBAN,MEDIEVAL,4974 УТ2,270,human,,male,young adult,-18.22,,12.51
Uturlik Tepe - Tashkent Oasis,F - DESERT OASES,URBAN,MEDIEVAL,4975 УТ7,270,human,,,,-16.02,,13.89
Uturlik Tepe - Tashkent Oasis,F - DESERT OASES,URBAN,MEDIEVAL,4976 УТ5,270,human,,male,young adult,-17.19,,13.5
Uturlik Tepe - Tashkent Oasis,F - DESERT OASES,URBAN,MEDIEVAL,4977 УТ6,270,human,,,,-17.07,,12.05
Uturlik Tepe - Tashkent Oasis,F - DESERT OASES,URBAN,MEDIEVAL,4978 УТ4,270,human,,male,middle adult,-18.03,,12.7
Uturlik Tepe - Tashkent Oasis,F - DESERT OASES,URBAN,MEDIEVAL,4979 УТ9,270,human,,,,-18.71,,12.64
Tok Kala - khoresm ,F - DESERT OASES,URBAN,MEDIEVAL,4980 TK12,60,human,,female,middle adult,-13.07,,13.32
Tok Kala - khoresm ,F - DESERT OASES,URBAN,MEDIEVAL,4982 TK15,60,human,,male,young adult,-12.71,,11.57
Tok Kala - khoresm ,F - DESERT OASES,URBAN,MEDIEVAL,4983 TK18,60,human,,male,middle adult,-12.61,,12.48
Tok Kala - khoresm ,F - DESERT OASES,URBAN,MEDIEVAL,4984 TK5,60,human,,male,middle adult,-15.11,,13.99
Tok Kala - khoresm ,F - DESERT OASES,URBAN,MEDIEVAL,4985 TK9,60,human,,female,middle adult,-14.36,,13.38
Tok Kala - khoresm ,F - DESERT OASES,URBAN,MEDIEVAL,4986 TK23,60,human,,male,middle adult,-13,,13.01
Tok Kala - khoresm ,F - DESERT OASES,URBAN,MEDIEVAL,4987 Tk20,60,human,,female,young adult,-13.3,,12.53
Tok Kala - khoresm ,F - DESERT OASES,URBAN,MEDIEVAL,4988 TK13,60,human,,male,middle adult,-12.4,,12.4
Tok Kala - khoresm ,F - DESERT OASES,URBAN,MEDIEVAL,4989 TK1,60,human,,male,old adult,-13.52,,12.59
Karatal - Zhetysu,E - ARID/MOUNTAIN STEPPE,NOMADIC,MEDIEVAL,6965 Karatal BR-2,620,human,,,middle adult,-18.11,,12.65
Karatal - Zhetysu,E - ARID/MOUNTAIN STEPPE,NOMADIC,MEDIEVAL,6966 Karatal BR-1,620,human,,male,middle adult,-17.98,,13.86
Karatal - Zhetysu,E - ARID/MOUNTAIN STEPPE,NOMADIC,MEDIEVAL,5164 KZ-BR5,620,human,,female,middle adult,-16.2,,12.39
"Bakybulak, k. 14",A - SEMI-ARID STEPPE,,IRON AGE,UBA-28344,,human,,,child,-19.1,,14.5
"Karashoky, k. 8",A - SEMI-ARID STEPPE,NOMADIC?,IRON AGE,UBA-23671,,human,,female,young adult,-17.6,,15.4
"Kyzyl , k.3",A - SEMI-ARID STEPPE,NOMADIC,IRON AGE,UBA-25474,,human,,female,middle adult,-18.9,,13.7
"Kyzylkoy, k.1",A - SEMI-ARID STEPPE,NOMADIC?,IRON AGE,UBA-28346,,human,,female,middle adult,-18,,15.9
Zhamantas kurgan,A - SEMI-ARID STEPPE,NOMADIC?,IRON AGE,UBA-28349,,human,,female,young adult,-18.9,,13.7
"Kyzykshilik, k.8",A - SEMI-ARID STEPPE,NOMADIC?,IRON AGE,UBA-28350,,human,,female,young adult,-19.2,,14
Birlik k-15,A - SEMI-ARID STEPPE,NOMADIC?,IRON AGE,UBA-28352,,human,,female,young adult,-18.6,,14.1
Birlik k-29,A - SEMI-ARID STEPPE,NOMADIC?,IRON AGE,UBA-28353,,human,,female,middle adult,-17.5,,14
Koitas k-1,A - SEMI-ARID STEPPE,NOMADIC?,IRON AGE,UBA-23664,,human,,,,-14.1,,14.3
Bakybulak K-15,A - SEMI-ARID STEPPE,NOMADIC?,IRON AGE,UBA-23666,,human,,,,-17.1,,15.8
Taldy-2 k-2,A - SEMI-ARID STEPPE,NOMADIC?,IRON AGE,UBA-23667,,human,,,,-14.5,,15.2
Nazar-2 k-2,A - SEMI-ARID STEPPE,NOMADIC?,IRON AGE,UBA-23669,,human,,,,-18.4,,14.1
Taysoygan k-3,A - SEMI-ARID STEPPE,NOMADIC?,IRON AGE,UBA-23673,,human,,,,-18.2,,13.3
Kosoba k-2,A - SEMI-ARID STEPPE,NOMADIC?,IRON AGE,UBA-24917,,human,,,,-18.5,,13.6
Tandayly-2 k-2,A - SEMI-ARID STEPPE,NOMADIC?,IRON AGE,UBA-28347,,human,,,,-18.7,,13.3
Bakybulak k-2,A - SEMI-ARID STEPPE,NOMADIC?,IRON AGE,UBA-28366,,human,,,,-18.2,,15
